Model,Accuracy_Score,Mean_Squared_Error,Rootmean_Squared_error,Mean_Absolute_Error
Linear Regression,0.8418303574143965,2.8581724633449714,1.690613043645698,1.2930983022243698
Decision Tree Regression,0.9999472990434931,0.00361899081822655,0.060158048657071236,0.04550044474017171
Support vector Regression,0.9934831142011998,0.14223479367626662,0.3771402838152756,0.17496158715418672
