Model,Accuracy_Score,Mean_Squared_Error,Rootmean_Squared_error,Mean_Absolute_Error
Linear Regression,0.945918366823218,0.1867484874804234,0.43214405871239675,0.3676312974032799
Decision Tree Regression,0.9991700012477311,0.02049933160526832,0.14317587647808663,0.05358771150293572
Support vector Regression,0.9902078365212104,0.06862672135803355,0.2619670234171346,0.1630152232584099
